1,NN,H,CH,,C,H2,,,1.31E-10,0.00,80.0,C,300,2000,B,NIST
2,NN,H,CH2,,CH,H2,,,6.64E-11,0.00,0.0,L,300,2500,A,NIST
3,NN,H,NH,,N,H2,,,1.73E-11,0.50,2400.0,L,80,300,C,
4,NN,H,CH3,,CH2,H2,,,1.00E-10,0.00,7600.0,L,300,2500,A,NIST
5,NN,H,NH2,,NH,H2,,,5.25E-12,0.79,2200.0,L,73,300,C,
6,NN,H,NH2,,NH,H2,,,1.05E-10,0.00,4450.0,M,1100,3000,A,NIST
7,NN,H,CH4,,CH3,H2,,,5.94E-13,3.00,4045.0,L,300,2500,A,NIST
8,NN,H,OH,,O,H2,,,6.99E-14,2.80,1950.0,L,300,2500,A,NIST
9,NN,H,NH3,,NH2,H2,,,7.80E-13,2.40,4990.0,M,200,2500,C,NIST
10,NN,H,H2O,,OH,H2,,,1.59E-11,1.20,9610.0,L,250,3000,A,NIST
11,NN,H,C2,,CH,C,,,4.67E-10,0.50,30450.0,L,1015,41000,C,
12,NN,H,C2H2,,C2H,H2,,,3.80E-10,0.00,13634.0,L,295,6920,A,NIST
13,NN,H,HCN,,CN,H2,,,6.20E-10,0.00,12500.0,L,300,2500,C,NIST
14,NN,H,C2H3,,C2H2,H2,,,3.32E-11,0.00,0.0,L,300,2500,A,NIST
15,NN,H,CO,,OH,C,,,1.10E-10,0.50,77700.0,L,2590,41000,C,
16,NN,H,H2CN,,HCN,H2,,,1.00E-10,0.00,0.0,M,10,300,C,SH04
17,NN,H,HCO,,O,CH2,,,6.61E-11,0.00,51598.0,M,1200,1812,A,NIST
18,NN,H,HCO,,CO,H2,,,2.00E-10,0.00,0.0,M,300,2500,A,NIST
19,NN,H,NO,,O,NH,,,9.29E-10,-0.10,35220.0,M,300,3000,C,NIST
20,NN,H,NO,,OH,N,,,3.60E-10,0.00,24910.0,L,1500,4524,A,NIST
21,NN,H,H2CO,,HCO,H2,,,4.85E-12,1.90,1379.0,C,250,5000,B,NIST
22,NN,H,HNO,,OH,NH,,,2.40E-09,-0.50,9010.0,L,350,3000,C,NIST
23,NN,H,HNO,,NH2,O,,,1.05E-09,-0.30,14730.0,L,550,3000,A,NIST
24,NN,H,HNO,,NO,H2,,,4.50E-11,0.72,329.0,C,200,3000,B,NIST
25,NN,H,O2,,OH,O,,,2.61E-10,0.00,8156.0,L,250,4000,A,NIST
26,NN,H,O2H,,OH,OH,,,1.66E-10,0.00,413.0,L,230,2500,A,NIST
27,NN,H,O2H,,H2O,O,,,5.00E-11,0.00,866.0,M,245,2500,C,NIST
28,NN,H,O2H,,O2,H2,,,2.06E-11,0.84,277.0,L,230,2500,A,NIST
29,NN,H,HS,,S,H2,,,2.50E-11,0.00,0.0,M,300,2500,C,NIST
30,NN,H,H2O2,,H2O,OH,,,1.70E-11,0.00,1800.0,L,300,2500,A,NIST
31,NN,H,H2O2,,O2H,H2,,,8.00E-11,0.00,4000.0,L,300,2500,A,NIST
32,NN,H,H2S,,HS,H2,,,3.71E-12,1.94,455.0,M,190,2560,A,NIST
33,NN,H,OCN,,HCN,O,,,1.87e-11,0.90,2924.0,M,500,2500,A,NIST
34,NN,H,OCN,,NH,CO,,,1.26e-10,0.00,515.0,M,295,1490,A,NIST
35,NN,H,H2CCO,,CH3,CO,,,5.68E-11,0.00,1897.0,M,200,2000,A,NIST
36,NN,H,CO2,,CO,OH,,,3.38E-10,0.00,13163.0,L,300,15223,A,NIST
37,NN,H,N2O,,N2,OH,,,5.13E-14,3.15,3603.0,L,300,4000,A,NIST
38,NN,H,N2O,,NO,NH,,,4.96E-07,-2.16,18700.0,M,300,4000,B,NIST
39,NN,H,NO2,,NO,OH,,,1.40E-10,0.00,740.0,M,24,300,C,NM90
40,NN,H,NS,,HS,N,,,7.27E-11,0.50,15700.0,L,523,41000,C,MI84
41,NN,H,NS,,S,NH,,,7.27E-11,0.50,20735.0,L,691,41000,C,MI84
42,NN,H,SO,,S,OH,,,5.90E-10,-0.31,11100.0,L,370,41000,C,LG88
43,NN,H,SO,,HS,O,,,1.73E-11,0.50,19930.0,L,664,41000,C,MI84
44,NN,H,NCCN,,HCN,CN,,,1.48E-10,0.00,3588.0,M,300,2900,C,NIST
45,NN,H,OCS,,HS,CO,,,1.23E-11,0.00,1949.0,M,261,525,A,NIST
46,NN,H,S2,,HS,S,,,2.25E-10,0.50,8355.0,L,278,300,C,MI84
47,NN,H2,C,,CH,H,,,6.64E-10,0.00,11700.0,M,300,2500,C,NIST
48,NN,H2,CH,,CH2,H,,,5.46E-10,0.00,1943.0,L,300,2500,A,NIST
49,NN,H2,N,,NH,H,,,1.69E-09,0.00,18095.0,L,1600,2850,A,NIST
50,NN,H2,CH2,,CH3,H,,,5.18E-11,0.17,6400.0,M,300,2500,C,NIST
51,NN,H2,NH,,NH2,H,,,5.96E-11,0.00,7782.0,M,2601,2788,A,NIST
52,NN,H2,CH3,,CH4,H,,,6.86E-14,2.74,4740.0,L,300,2500,A,NIST
53,NN,H2,O,,OH,H,,,3.14E-13,2.70,3150.0,M,297,3532,A,NIST
54,NN,H2,NH2,,NH3,H,,,2.05E-15,3.89,1400.0,C,200,2500,B,NIST
55,NN,H2,OH,,H2O,H,,,2.05E-12,1.52,1736.0,M,250,2581,A,NIST
56,NN,H2,F,,HF,H,,,1.00E-10,0.00,400.0,M,160,765,A,NIST
57,NN,H2,CN,,HCN,H,,,4.04E-13,2.87,820.0,L,200,3500,A,NIST
58,NN,H2,O2,,OH,OH,,,3.16E-10,0.00,21890.0,M,300,2500,C,NIST
59,NN,H2,O2,,O2H,H,,,2.40E-10,0.00,28500.0,L,300,2500,A,NIST
60,NN,H2,S,,HS,H,,,1.76E-13,2.88,6126.0,M,910,3137,A,NIST
61,NN,H2,O2H,,H2O2,H,,,4.38E-12,0.00,10751.0,L,300,2500,A,NIST
62,NN,H2,HS,,H2S,H,,,6.52E-12,0.09,8050.0,L,268,300,C,LG88
63,NN,C,CH,,C2,H,,,6.59E-11,0.00,0.0,L,10,300,C,SH04
64,NN,C,CH2,,CH,CH,,,2.69E-12,0.00,23550.0,C,1000,4000,B,NIST
65,NN,C,CH2,,C2H,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
66,NN,C,NH,,N,CH,,,1.73E-11,0.50,4000.0,L,133,300,C,
67,NN,C,NH,,CN,H,,,1.20E-10,0.00,0.0,L,10,300,C,SH04
68,NN,C,CH3,,C2H2,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
69,NN,C,NH2,,HCN,H,,,3.26E-11,-0.10,-9.0,C,10,300,B,HT00
70,NN,C,NH2,,HNC,H,,,3.26E-11,-0.10,-9.0,C,10,300,B,HT00
71,NN,C,NH2,,NH,CH,,,9.62E-13,0.00,10517.0,C,1000,4000,B,NIST
72,NN,C,OH,,O,CH,,,2.25E-11,0.50,14800.0,L,493,41000,C,
73,NN,C,OH,,CO,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
74,NN,C,C2H,,C3,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
75,NN,C,CN,,C2,N,,,4.98E-10,0.00,18116.0,L,603,41000,A,
76,NN,C,C2H2,,C3,H2,,,1.45E-10,-0.12,0.0,L,10,300,C,SH04
77,NN,C,C2H2,,C3H,H,,,2.90E-10,-0.12,0.0,M,15,300,A,CA01
78,NN,C,C2H3,,C3H2,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
79,NN,C,CO,,C2,O,,,2.94E-11,0.50,58025.0,L,1934,41000,C,
80,NN,C,N2,,CN,N,,,8.69E-11,0.00,22600.0,L,2000,5000,A,NIST
81,NN,C,H2CN,,C2N,H2,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
82,NN,C,C2H4,,C3H3,H,,,3.00E-10,-0.11,0.0,M,15,300,A,CA01
83,NN,C,HCO,,CO,CH,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
84,NN,C,HCO,,C2O,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
85,NN,C,SiH,,SiC,H,,,6.59E-11,0.00,0.0,L,10,300,C,SH04
86,NN,C,C2H5,,CH3CCH,H,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
87,NN,C,NO,,CN,O,,,6.00E-11,-0.16,0.0,M,10,41000,A,SH04
88,NN,C,NO,,CO,N,,,9.00E-11,0.00,0.0,L,300,41000,A,SH04
89,NN,C,SiH2,,HCSi,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
90,NN,C,SiH3,,SiCH2,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
91,NN,C,PH,,CP,H,,,7.50E-11,0.00,0.0,L,10,300,C,SH04
92,NN,C,O2,,CO,O,,,4.70E-11,-0.34,0.0,M,10,300,A,SH04
93,NN,C,O2,,CO,O,,,2.48E-12,1.54,-613.0,L,295,8000,A,NIST
94,NN,C,HS,,S,CH,,,1.20E-11,0.58,5880.0,L,196,300,C,LG88
95,NN,C,HS,,CS,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
96,NN,C,C3H,,C4,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
97,NN,C,C3H2,,C4H,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
98,NN,C,H2CCC,,C4H,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
99,NN,C,C2N,,C2,CN,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
100,NN,C,C3H3,,H2CCCC,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
101,NN,C,C2O,,C2,CO,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
102,NN,C,CH2CN,,HC3N,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
103,NN,C,CH3CCH,,H2CCCC,H2,,,4.00e-20,0.00,0.0,M,10,300,A,KS96
104,NN,C,CH3CCH,,C4H3,H,,,2.70E-10,-0.11,0.0,L,10,300,C,SH04
105,NN,C,OCN,,CO,CN,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
106,NN,C,CS,,S,C2,,,1.44E-11,0.50,20435.0,L,681,41000,C,MI84
107,NN,C,NS,,S,CN,,,1.50E-10,-0.16,0.0,L,10,300,C,SH04
108,NN,C,NS,,CS,N,,,1.73E-11,0.50,4000.0,L,133,300,C,MI84
109,NN,C,HPO,,PH,CO,,,4.00E-11,0.00,0.0,L,10,300,C,MI91
110,NN,C,SO,,S,CO,,,3.50E-11,0.00,0.0,L,10,300,C,SH04
111,NN,C,SO,,CS,O,,,3.50E-11,0.00,0.0,L,10,300,C,SH04
112,NN,C,C4,,C2,C3,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
113,NN,C,C4H,,C5,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
114,NN,C,C3N,,C3,CN,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
115,NN,C,H2CCCC,,C5H,H,,,6.50E-10,0.00,0.0,M,10,300,A,SH04
116,NN,C,C3O,,C3,CO,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
117,NN,C,C4H3,,C5H2,H,,,3.00E-10,0.00,0.0,L,10,300,C,SH04
118,NN,C,NCCN,,CN,C2N,,,3.00E-11,0.00,0.0,M,300,300,C,NIST
119,NN,C,C5H,,C6,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
120,NN,C,C5H2,,C6H,H,,,5.30E-10,0.00,0.0,M,10,300,A,SH04
121,NN,C,CH3C4H,,C6H2,H2,,,6.50E-10,0.00,0.0,M,10,300,A,HH93
122,NN,C,SO2,,CO,SO,,,7.00E-11,0.00,0.0,L,10,300,C,SH04
123,NN,C,S2,,CS,S,,,7.00E-11,0.00,0.0,L,10,300,C,SH04
124,NN,C,C6,,C2,C5,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
125,NN,C,C6H,,C7,H,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
126,NN,C,C5N,,C5,CN,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
127,NN,C,C6H2,,C7H,H,,,7.40E-10,0.00,0.0,M,10,300,A,SH04
128,NN,C,C7H,,C8,H,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
129,NN,C,C7H2,,C8H,H,,,8.40E-10,0.00,0.0,M,10,300,A,SH04
130,NN,C,C7H4,,C8H2,H2,,,8.00E-10,0.17,0.0,M,10,300,A,CH94
131,NN,C,C8,,C2,C7,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
132,NN,C,C8H,,C9,H,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
133,NN,C,C7N,,C7,CN,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
134,NN,C,C8H2,,C9H,H,,,9.00E-10,0.00,0.0,M,10,300,A,SH04
135,NN,C,C9H,,C10,H,,,2.00E-10,0.00,0.0,L,10,300,C,SH04
136,NN,C,C9N,,C9,CN,,,1.00E-13,0.00,0.0,L,10,300,C,SH04
137,NN,CH,N,,NH,C,,,3.03E-11,0.65,1207.0,C,990,1100,B,NIST
138,NN,CH,N,,CN,H,,,1.66E-10,-0.09,0.0,M,222,584,A,NIST
139,NN,CH,O,,OH,C,,,2.52E-11,0.00,2381.0,C,10,6000,B,NIST
140,NN,CH,O,,CO,H,,,6.60E-11,0.00,0.0,L,10,2000,A,NIST
141,NN,CH,O,,CO,H,,,1.02E-10,0.00,914.0,C,2000,6000,A,NIST
142,NN,CH,CH4,,CH3,CH2,,,2.28E-11,0.70,3000.0,L,100,300,C,
143,NN,CH,CH4,,C2H4,H,,,1.05E-10,-1.04,36.0,M,23,300,A,NIST
144,NN,CH,OH,,HCO,H,,,1.44E-11,0.50,5000.0,L,166,300,C,
145,NN,CH,NH3,,CH2NH,H,,,1.69E-10,-0.41,19.0,L,23,1300,B,NIST
146,NN,CH,C2H2,,C3H2,H,,,3.39E-10,0.00,0.0,L,23,710,B,NIST
147,NN,CH,N2,,HCN,N,,,5.60E-13,0.88,10128.0,C,1000,4000,B,NIST
148,NN,CH,HCO,,CO,CH2,,,2.87E-12,0.70,500.0,L,16,300,C,
149,NN,CH,NO,,HCN,O,,,1.20E-10,-0.13,0.0,L,13,3790,A,NIST
150,NN,CH,NO,,CN,OH,,,1.40E-10,0.00,0.0,C,298,298,A,NIST
151,NN,CH,NO,,HCO,N,,,1.16E-11,-0.13,0.0,L,13,708,C,NIST
152,NN,CH,NO,,OCN,H,,,4.10E-11,0.00,0.0,L,298,298,A,NIST
153,NN,CH,H2CO,,HCO,CH2,,,9.21E-12,0.70,2000.0,L,66,300,C,
154,NN,CH,HNO,,NO,CH2,,,1.73E-11,0.00,0.0,L,10,300,C,SH04
155,NN,CH,O2,,CO,OH,,,2.60E-11,0.00,0.0,L,298,298,A,NIST
156,NN,CH,O2,,HCO,O,,,1.44E-11,0.70,3000.0,L,100,2365,A,
157,NN,CH,S,,HS,C,,,1.73E-11,0.50,4000.0,L,133,300,C,MI84
158,NN,CH,S,,CS,H,,,5.00E-11,0.00,0.0,L,10,300,C,SH04
159,NN,CH,CH3OH,,CH3,H2CO,,,2.49E-10,-1.93,0.0,M,298,753,A,NIST
160,NN,CH,O2H,,O2,CH2,,,2.94E-13,0.50,7550.0,L,251,300,C,
161,NN,CH,O2H,,HCO,OH,,,1.44E-11,0.50,3000.0,L,100,300,C,
162,NN,CH,CO2,,HCO,CO,,,2.94E-13,0.50,3000.0,L,100,300,C,
163,NN,N,CH2,,HCN,H,,,3.95E-11,0.17,0.0,C,10,300,B,SH04
164,NN,N,CH2,,HNC,H,,,3.95E-11,0.17,0.0,C,10,300,B,SH04
165,NN,N,CH2,,NH,CH,,,9.96E-13,0.00,20380.0,C,1000,4000,B,NIST
166,NN,N,NH,,N2,H,,,4.98E-11,0.00,0.0,M,10,1400,A,NIST
